epoch,training_loss,eval_loss,accuracy,f1,precision,recall
1.0,0.6537,0.6880858540534973,0.6,0.75,0.6,1.0
2.0,0.4881,0.6429688334465027,0.65,0.7586206896551724,0.6470588235294118,0.9166666666666666
3.0,0.3102,0.568359375,0.7,0.8,0.6666666666666666,1.0
4.0,0.1577,0.5320679545402527,0.75,0.8275862068965517,0.7058823529411765,1.0
5.0,0.0645,0.46098628640174866,0.85,0.8888888888888888,0.8,1.0
6.0,0.0273,0.5566558837890625,0.65,0.6956521739130435,0.7272727272727273,0.6666666666666666
7.0,0.0156,0.5559784770011902,0.75,0.8,0.7692307692307693,0.8333333333333334
8.0,0.0104,0.5922728776931763,0.8,0.8461538461538461,0.7857142857142857,0.9166666666666666
9.0,0.008,0.5955467224121094,0.8,0.8461538461538461,0.7857142857142857,0.9166666666666666
10.0,0.0061,0.5980698466300964,0.8,0.8461538461538461,0.7857142857142857,0.9166666666666666
