epoch,training_loss,eval_loss,accuracy,f1,precision,recall
1.0,0.2588,0.12105867266654968,0.9611111111111111,0.9600570613409415,0.9868035190615836,0.9347222222222222
2.0,0.1137,0.07378784567117691,0.9770833333333333,0.9773817683344757,0.9648173207036536,0.9902777777777778
3.0,0.0565,0.09444624930620193,0.9833333333333333,0.9834710743801653,0.9754098360655737,0.9916666666666667
4.0,0.0318,0.08248906582593918,0.9840277777777777,0.983927323549965,0.9901547116736991,0.9777777777777777
5.0,0.0127,0.17880210280418396,0.9729166666666667,0.9735234215885947,0.952191235059761,0.9958333333333333
6.0,0.0041,0.1099473088979721,0.9798611111111111,0.9800687285223367,0.9700680272108844,0.9902777777777778
7.0,0.0032,0.1042594164609909,0.9861111111111112,0.9860917941585535,0.9874651810584958,0.9847222222222223
8.0,0.0006,0.1261606067419052,0.9833333333333333,0.9834938101788171,0.9741144414168937,0.9930555555555556
9.0,0.0007,0.12765859067440033,0.9833333333333333,0.9834938101788171,0.9741144414168937,0.9930555555555556
10.0,0.0011,0.12236817926168442,0.9840277777777777,0.9841706813489333,0.975443383356071,0.9930555555555556
