epoch,training_loss,eval_loss,accuracy,f1,precision,recall
1.0,0.6674,0.7324706315994263,0.6,0.75,0.6,1.0
2.0,0.5582,0.6285155415534973,0.7,0.8,0.6666666666666666,1.0
3.0,0.4142,0.5796386003494263,0.75,0.8275862068965517,0.7058823529411765,1.0
4.0,0.2881,0.5296385884284973,0.7,0.7272727272727273,0.8,0.6666666666666666
5.0,0.1746,0.4490722119808197,0.8,0.8461538461538461,0.7857142857142857,0.9166666666666666
6.0,0.1017,0.4438537657260895,0.75,0.782608695652174,0.8181818181818182,0.75
7.0,0.0564,0.5485657453536987,0.7,0.7,0.875,0.5833333333333334
8.0,0.0254,0.4863036572933197,0.8,0.8181818181818182,0.9,0.75
9.0,0.0155,0.6544371843338013,0.7,0.7,0.875,0.5833333333333334
10.0,0.0129,0.6852082014083862,0.7,0.7,0.875,0.5833333333333334
