epoch,training_loss,eval_loss,accuracy,f1,precision,recall
1.0,0.6189,0.6484375,0.6,0.75,0.6,1.0
2.0,0.5636,0.5966309309005737,0.7,0.8,0.6666666666666666,1.0
3.0,0.4268,0.6125975847244263,0.7,0.8,0.6666666666666666,1.0
4.0,0.2795,0.6723387837409973,0.6,0.6,0.75,0.5
5.0,0.1462,0.7024048566818237,0.65,0.6956521739130435,0.7272727272727273,0.6666666666666666
6.0,0.0872,0.8009703755378723,0.5,0.4444444444444444,0.6666666666666666,0.3333333333333333
7.0,0.0466,0.7347351908683777,0.65,0.6956521739130435,0.7272727272727273,0.6666666666666666
8.0,0.0307,0.8602294921875,0.55,0.5263157894736842,0.7142857142857143,0.4166666666666667
9.0,0.0172,0.8510208129882812,0.55,0.5714285714285714,0.6666666666666666,0.5
10.0,0.015,0.9311599731445312,0.55,0.5263157894736842,0.7142857142857143,0.4166666666666667
