epoch,training_loss,eval_loss,accuracy,f1,precision,recall
1.0,0.6154,0.6892577409744263,0.6,0.75,0.6,1.0
2.0,0.4605,0.6563965678215027,0.6,0.6363636363636364,0.7,0.5833333333333334
3.0,0.2882,0.5683838725090027,0.65,0.6666666666666666,0.7777777777777778,0.5833333333333334
4.0,0.144,0.5454924702644348,0.65,0.6666666666666666,0.7777777777777778,0.5833333333333334
5.0,0.0561,0.5035727620124817,0.8,0.8333333333333334,0.8333333333333334,0.8333333333333334
6.0,0.0218,0.8466892242431641,0.75,0.7368421052631579,1.0,0.5833333333333334
7.0,0.0115,0.8690926432609558,0.75,0.782608695652174,0.8181818181818182,0.75
8.0,0.0076,0.9331051707267761,0.75,0.782608695652174,0.8181818181818182,0.75
9.0,0.0061,0.8874214291572571,0.8,0.8181818181818182,0.9,0.75
10.0,0.0051,0.9038019180297852,0.8,0.8181818181818182,0.9,0.75
