epoch,training_loss,eval_loss,accuracy,f1,precision,recall
1.0,0.6307,0.70703125,0.6,0.75,0.6,1.0
2.0,0.5379,0.6747071146965027,0.6,0.7333333333333333,0.6111111111111112,0.9166666666666666
3.0,0.3752,0.677734375,0.6,0.6363636363636364,0.7,0.5833333333333334
4.0,0.1989,0.7243407368659973,0.65,0.6956521739130435,0.7272727272727273,0.6666666666666666
5.0,0.0857,0.5493256449699402,0.75,0.782608695652174,0.8181818181818182,0.75
6.0,0.0251,0.7143516540527344,0.7,0.7272727272727273,0.8,0.6666666666666666
7.0,0.0072,0.740071177482605,0.75,0.782608695652174,0.8181818181818182,0.75
8.0,0.0038,0.7571135759353638,0.75,0.782608695652174,0.8181818181818182,0.75
9.0,0.0027,0.7858916521072388,0.75,0.782608695652174,0.8181818181818182,0.75
10.0,0.0023,0.79594886302948,0.75,0.782608695652174,0.8181818181818182,0.75
